
Time Dependent Production (Energy Units) ELECTRICITY FROM TRANSMISSION

,DRC
,Region,year ,fuel,,TS01,TS02,TS03,TS04,TS05,TS06,TS07,TS08,TS09,TS10,TS11,TS12,TS13,TS14,TS15,TS16,TS17,TS18,TS19,TS20,TS21,TS22,TS23,TS24,TS25,TS26,TS27,TS28,TS29,TS30,TS31,TS32,TS33,TS34,TS35,TS36,TS37,TS38,TS39,TS40
,Demand,2024,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2024,D3OTH,,0.0193531,0.0310841,0.0418427,0.0418427,0.0433692,0.0451989,0.0235561,0.0081448,0.00595961,0.00318891,0.0191439,0.030739,0.0413722,0.0413932,0.0428987,0.0446971,0.0233157,0.0080507,0.00589688,0.00314709,0.019374,0.0310736,0.0418427,0.0418532,0.0433588,0.0451885,0.0235666,0.0081448,0.00595961,0.00318891,0.0189453,0.030394,0.0409122,0.040954,0.0424178,0.0442266,0.0230543,0.00796706,0.00582369,0.00310527
,Demand,2025,D3RES,,0.120905,0.0367893,0.0516354,0.0597826,0.128871,0.0897283,0.0837174,0.159613,0.153313,0.0571031,0.0835726,0.0366807,0.0509112,0.0588412,0.12688,0.0888954,0.0824501,0.156174,0.150271,0.0564875,0.0847313,0.0369704,0.0513095,0.0602896,0.128328,0.0898007,0.082776,0.158129,0.153603,0.0573928,0.0827035,0.0361737,0.0504767,0.0588412,0.1263,0.0888592,0.0816534,0.154182,0.149583,0.0562703
,Demand,2025,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2025,D3OTH,,0.0220816,0.0354665,0.047742,0.047742,0.0494837,0.0515714,0.0268773,0.00929311,0.00679984,0.00363851,0.021843,0.0350728,0.0472052,0.0472291,0.0489469,0.0509988,0.0266029,0.00918575,0.00672826,0.00359079,0.0221054,0.0354546,0.047742,0.047754,0.0494718,0.0515595,0.0268892,0.00929311,0.00679984,0.00363851,0.0216163,0.0346792,0.0466803,0.046728,0.0483981,0.050462,0.0263046,0.00909031,0.00664475,0.00354307
,Demand,2026,D3RES,,0.138824,0.0422416,0.0592879,0.0686426,0.14797,0.103026,0.0961246,0.183269,0.176034,0.065566,0.0959583,0.0421169,0.0584564,0.0675616,0.145684,0.10207,0.0946694,0.179319,0.172542,0.0648592,0.0972887,0.0424495,0.0589137,0.0692247,0.147347,0.103109,0.0950436,0.181564,0.176367,0.0658986,0.0949605,0.0415348,0.0579575,0.0675616,0.145018,0.102028,0.0937547,0.177032,0.171752,0.0646097
,Demand,2026,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2026,D3OTH,,0.0248101,0.039849,0.0536413,0.0536413,0.0555982,0.0579439,0.0301984,0.0104414,0.00764007,0.00408811,0.024542,0.0394067,0.0530381,0.0530649,0.0549951,0.0573005,0.0298901,0.0103208,0.00755964,0.00403449,0.0248369,0.0398356,0.0536413,0.0536547,0.0555848,0.0579305,0.0302118,0.0104414,0.00764007,0.00408811,0.0242874,0.0389643,0.0524484,0.052502,0.0543785,0.0566973,0.029555,0.0102136,0.00746582,0.00398088
,Demand,2027,D3RES,,0.156742,0.0476939,0.0669405,0.0775026,0.167069,0.116324,0.108532,0.206924,0.198756,0.0740288,0.108344,0.0475531,0.0660016,0.0762821,0.164488,0.115245,0.106889,0.202464,0.194813,0.0732308,0.109846,0.0479286,0.066518,0.0781598,0.166365,0.116418,0.107311,0.204999,0.199131,0.0744044,0.107217,0.0468959,0.0654383,0.0762821,0.163737,0.115198,0.105856,0.199883,0.193921,0.0729491
,Demand,2027,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2027,D3OTH,,0.0275386,0.0442314,0.0595406,0.0595406,0.0617127,0.0643163,0.0335195,0.0115897,0.00848029,0.0045377,0.0272411,0.0437405,0.0588711,0.0589008,0.0610432,0.0636022,0.0331773,0.0114558,0.00839103,0.00447819,0.0275684,0.0442165,0.0595406,0.0595555,0.0616979,0.0643015,0.0335344,0.0115897,0.00848029,0.0045377,0.0269584,0.0432495,0.0582165,0.058276,0.0603589,0.0629327,0.0328053,0.0113368,0.00828688,0.00441868
,Demand,2028,D3RES,,0.174661,0.0531462,0.074593,0.0863626,0.186169,0.129622,0.120939,0.230579,0.221477,0.0824917,0.12073,0.0529893,0.0735468,0.0850025,0.183292,0.128419,0.119108,0.22561,0.217083,0.0816024,0.122404,0.0534077,0.0741222,0.0870949,0.185384,0.129727,0.119579,0.228435,0.221896,0.0829102,0.119474,0.0522569,0.0729191,0.0850025,0.182455,0.128367,0.117957,0.222733,0.21609,0.0812886
,Demand,2028,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2028,D3OTH,,0.0302672,0.0486139,0.0654399,0.0654399,0.0678272,0.0706888,0.0368406,0.012738,0.00932052,0.0049873,0.0299401,0.0480743,0.064704,0.0647367,0.0670914,0.0699039,0.0364645,0.0125909,0.00922241,0.00492189,0.0302999,0.0485975,0.0654399,0.0654562,0.0678109,0.0706724,0.0368569,0.012738,0.00932052,0.0049873,0.0296294,0.0475347,0.0639846,0.06405,0.0663392,0.0691681,0.0360557,0.0124601,0.00910795,0.00485648
,Demand,2029,D3RES,,0.192579,0.0585985,0.0822455,0.0952226,0.205268,0.14292,0.133346,0.254234,0.244199,0.0909546,0.133115,0.0584255,0.081092,0.093723,0.202096,0.141594,0.131328,0.248755,0.239354,0.0899741,0.134961,0.0588869,0.0817264,0.09603,0.204403,0.143036,0.131847,0.25187,0.24466,0.091416,0.131731,0.057618,0.0803999,0.093723,0.201173,0.141536,0.130059,0.245583,0.238258,0.089628
,Demand,2029,D3IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Demand,2029,D3OTH,,0.0329957,0.0529963,0.0713392,0.0713392,0.0739417,0.0770613,0.0401617,0.0138864,0.0101607,0.00543689,0.0326392,0.0524081,0.070537,0.0705726,0.0731396,0.0762056,0.0397517,0.0137259,0.0100538,0.00536559,0.0330313,0.0529785,0.0713392,0.071357,0.0739239,0.0770434,0.0401795,0.0138864,0.0101607,0.00543689,0.0323005,0.0518198,0.0697527,0.069824,0.0723196,0.0754035,0.0393061,0.0135833,0.00992901,0.00529429
